0.000000,2.810944
0.002000,2.810944
0.004000,2.810944
0.006000,2.810944
0.008000,2.813498
0.010000,2.810944
0.012000,2.810944
0.014000,2.816051
0.016000,2.823711
0.018000,2.816051
0.020000,2.816051
0.022000,2.813498
0.024000,2.818604
0.026000,2.816051
0.028000,2.816051
0.030000,2.821158
0.032000,2.823711
0.034000,2.821158
0.036000,2.823711
0.038000,2.823711
0.040000,2.816051
0.042000,2.821158
0.044000,2.813498
0.046000,2.816051
0.048000,2.808391
0.050000,2.816051
0.052000,2.813498
0.054000,2.823711
0.056000,2.821158
0.058000,2.823711
0.060000,2.816051
0.062000,2.810944
0.064000,2.810944
0.066000,2.808391
0.068000,2.816051
0.070000,2.810944
0.072000,2.810944
0.074000,2.810944
0.076000,2.808391
0.078000,2.805838
0.080000,2.813498
0.082000,2.810944
0.084000,2.810944
0.086000,2.816051
0.088000,2.816051
0.090000,2.816051
0.092000,2.810944
0.094000,2.810944
0.096000,2.810944
0.098000,2.808391
0.100000,2.810944
0.102000,2.808391
0.104000,2.816051
0.106000,2.810944
0.108000,2.816051
0.110000,2.816051
0.112000,2.816051
0.114000,2.816051
0.116000,2.818604
0.118000,2.816051
0.120000,2.813498
0.122000,2.821158
0.124000,2.816051
0.126000,2.821158
0.128000,2.821158
0.130000,2.821158
0.132000,2.821158
0.134000,2.816051
0.136000,2.821158
0.138000,2.813498
0.140000,2.816051
0.142000,2.816051
0.144000,2.821158
0.146000,2.816051
0.148000,2.821158
0.150000,2.816051
0.152000,2.821158
0.154000,2.813498
0.156000,2.810944
0.158000,2.808391
0.160000,2.816051
0.162000,2.816051
0.164000,2.821158
0.166000,2.816051
0.168000,2.821158
0.170000,2.813498
0.172000,2.821158
0.174000,2.813498
0.176000,2.821158
0.178000,2.813498
0.180000,2.813498
0.182000,2.813498
0.184000,2.813498
0.186000,2.813498
0.188000,2.813498
0.190000,2.813498
0.192000,2.816051
0.194000,2.813498
0.196000,2.821158
0.198000,2.821158
0.200000,2.821158
0.202000,2.813498
0.204000,2.813498
0.206000,2.816051
0.208000,2.816051
0.210000,2.813498
0.212000,2.821158
0.214000,2.821158
0.216000,2.816051
0.218000,2.813498
0.220000,2.816051
0.222000,2.816051
0.224000,2.821158
0.226000,2.810944
0.228000,2.821158
0.230000,2.816051
0.232000,2.816051
0.234000,2.823711
0.236000,2.813498
0.238000,2.813498
0.240000,2.813498
0.242000,2.823711
0.244000,2.810944
0.246000,2.818604
0.248000,2.810944
0.250000,2.818604
0.252000,2.816051
0.254000,2.823711
0.256000,2.823711
0.258000,2.826264
0.260000,2.826264
0.262000,2.821158
0.264000,2.821158
0.266000,2.816051
0.268000,2.821158
0.270000,2.816051
0.272000,2.813498
0.274000,2.823711
0.276000,2.818604
0.278000,2.823711
0.280000,2.818604
0.282000,2.821158
0.284000,2.821158
0.286000,2.828817
0.288000,2.828817
0.290000,2.833924
0.292000,2.836477
0.294000,2.836477
0.296000,2.833924
0.298000,2.836477
0.300000,2.844137
0.302000,2.846691
0.304000,2.844137
