0.000000,2.782858
0.100000,2.787964
0.200000,2.793071
0.300000,2.793071
0.400000,2.793071
0.500000,2.787964
0.600000,2.790518
0.700000,2.793071
0.800000,2.785411
0.900000,2.793071
1.000000,2.862011
1.100000,3.551405
1.200000,3.485019
1.300000,3.089255
1.400000,2.923290
1.500000,2.941163
1.600000,2.905417
1.700000,2.879884
1.800000,2.856904
1.900000,2.844137
2.000000,2.859457
2.100000,2.905417
2.200000,2.928397
2.300000,3.441613
2.400000,3.421186
2.500000,3.290967
2.600000,2.971803
2.700000,2.948823
2.800000,2.938610
2.900000,2.938610
3.000000,3.170961
3.100000,3.469699
3.200000,3.393100
3.300000,3.081595
3.400000,2.964143
3.500000,2.971803
3.600000,3.004996
3.700000,3.252667
3.800000,3.510552
3.900000,3.431399
4.000000,3.099469
4.100000,2.900310
4.200000,2.895204
4.300000,2.920737
4.400000,3.015209
4.500000,3.474806
4.600000,3.569278
4.700000,3.561618
4.800000,3.247561
4.900000,2.997336
5.000000,2.956483
5.100000,2.930950
5.200000,3.112235
5.300000,3.500339
5.400000,3.528425
5.500000,3.365013
5.600000,3.094362
5.700000,2.992229
5.800000,2.951376
5.900000,2.946270
6.000000,3.298627
6.100000,3.571831
6.200000,3.433953
6.300000,3.178621
6.400000,3.017763
6.500000,2.987123
6.600000,2.979463
6.700000,3.004996
6.800000,3.472252
6.900000,3.520765
7.000000,3.385440
7.100000,3.102022
7.200000,2.961590
7.300000,2.948823
7.400000,2.948823
7.500000,3.234794
7.600000,3.589705
7.700000,3.571831
7.800000,3.290967
7.900000,3.076489
8.000000,3.015209
8.100000,2.979463
8.200000,3.255221
8.300000,3.566725
8.400000,3.576938
8.500000,3.334373
8.600000,3.165855
8.700000,3.033082
8.800000,2.994783
8.900000,3.007549
9.000000,3.104575
9.100000,3.487572
9.200000,3.653537
9.300000,3.543745
9.400000,3.222028
9.500000,3.081595
9.600000,3.045849
9.700000,3.068829
9.800000,3.222028
9.900000,4.531877
10.000000,3.633111
10.100000,3.393100
10.200000,3.237348
10.300000,3.015209
10.400000,3.012656
10.500000,3.265434
10.600000,3.530978
10.700000,4.087601
10.800000,3.492679
10.900000,3.196494
11.000000,2.999889
11.100000,2.974356
11.200000,2.994783
11.300000,3.433953
11.400000,4.240799
11.500000,4.031428
11.600000,3.321607
11.700000,3.135215
11.800000,3.058616
11.900000,3.066276
12.000000,3.326713
12.100000,3.592258
12.200000,3.896102
12.300000,3.497785
12.400000,3.252667
12.500000,3.160748
12.600000,3.053509
12.700000,3.058616
12.800000,3.339480
12.900000,3.599918
13.000000,3.615238
13.100000,3.390546
13.200000,3.247561
13.300000,3.163301
13.400000,3.163301
13.500000,3.109682
13.600000,3.165855
13.700000,3.587151
13.800000,4.123347
13.900000,3.467146
14.000000,3.275647
14.100000,3.091809
14.200000,3.066276
14.300000,3.084149
14.400000,3.510552
14.500000,4.825508
14.600000,4.113134
14.700000,3.530978
14.800000,3.181175
14.900000,3.066276
15.000000,3.050956
15.100000,3.196494
15.200000,3.684177
15.300000,3.704604
15.400000,3.615238
15.500000,3.342033
15.600000,3.112235
15.700000,3.043296
15.800000,3.040742
15.900000,3.349693
16.000000,3.640771
16.100000,3.594811
16.200000,3.454379
16.300000,3.224581
16.400000,3.073935
16.500000,3.025423
16.600000,3.020316
16.700000,3.038189
16.800000,3.357353
16.900000,3.617791
17.000000,3.696944
17.100000,3.507999
17.200000,3.278201
17.300000,3.030529
17.400000,2.979463
17.500000,3.033082
17.600000,3.283307
17.700000,3.773543
17.800000,3.709710
17.900000,3.387993
18.000000,3.239901
18.100000,3.176068
18.200000,3.181175
18.300000,3.142875
18.400000,3.418633
18.500000,4.212713
18.600000,4.828061
18.700000,4.225480
18.800000,3.255221
18.900000,3.150535
19.000000,3.081595
19.100000,3.048402
19.200000,3.199048
19.300000,3.594811
19.400000,3.592258
19.500000,3.490125
19.600000,3.242454
19.700000,3.063722
19.800000,3.017763
19.900000,3.056062
20.000000,3.421186
20.100000,3.714817
20.200000,3.901209
20.300000,3.357353
20.400000,3.265434
20.500000,3.091809
20.600000,3.086702
20.700000,3.311394
20.800000,4.279099
20.900000,3.661197
21.000000,3.510552
21.100000,3.206708
21.200000,3.099469
21.300000,3.262881
21.400000,3.622898
21.500000,4.817848
21.600000,3.474806
21.700000,3.308840
21.800000,3.201601
21.900000,3.183728
22.000000,3.114788
22.100000,3.012656
22.200000,2.905417
22.300000,2.882437
22.400000,2.872224
22.500000,2.859457
22.600000,2.851797
22.700000,2.854351
22.800000,2.846691
22.900000,2.849244
